mission_id,keywords,mission_name,seriesName,shortDescription,astronaut_id,launch_time,land_time,launch_date,land_date,astroNumber,astronaut_name,gender,inSpace,overallNumber,spacewalkCount,species,speciesGroup,totalMinutesInSpace,totalSecondsSpacewalking,image.asset.url,awards,num_awards,country,launch_year,bio_cleaned,full_names
1aa86fd7-e120-4e65-b8f8-1fc4f31572e3,,NS-16,New Shepard,"Blue Origin's first crewed, suborbital mission.",59dc5476-f183-4a73-8a25-0c845dbe2c09,13:10:15,13:20:00,2021-07-20,2021-07-20,589,Mark Bezos,male,False,919.0,0.0,Human,human,10.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/40064fd10cdd48e8fea9bc2373b68fa788e3721a-3607x4509.jpg,"['This astronaut crossed the Kármán Line (100 km), the internationally accepted boundary of space.']",1.0,United States of America,2021,"Mark is a private equity firm owner, volunteer firefighter, and younger brother of Jeff Bezos.",Mark Bezos
1aa86fd7-e120-4e65-b8f8-1fc4f31572e3,,NS-16,New Shepard,"Blue Origin's first crewed, suborbital mission.",e9c075a8-5642-4fc8-b179-36aa016e89a1,13:10:15,13:20:00,2021-07-20,2021-07-20,590,Oliver Daemen,male,False,920.0,0.0,Human,human,10.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/f01782dff40478eb801d578689f8ef43e52af272-1638x2048.jpg,"['This astronaut crossed the Kármán Line (100 km), the internationally accepted boundary of space.']",1.0,Netherlands,2021,"Daemen is 18 years old and will become the youngest person to reach space on this flight. He is enrolled to study physics and innovation management. His seat was bought by his father, a hedge fund manager.",Oliver Daemen
1lqNywGh0M1vY44WDpfUsg,,Gemini 12,Gemini,"The final flight of project Gemini succeeding in achieving its last remaining goal: to demonstrate that an astronaut could easily and effectively work outside a spacecraft. Over a two hour spacewalk, Buzz Aldrin proved that the addition of handrails outside the spacecraft and training for the spacewalk underwater made spacewalking easy and efficient. Underwater training is still used today by NASA and Russia for spacewalks. For a time, it appeared Gemini 12 might overlap with the Apollo 1 crew mission. Plans were created for such a dual-program flight. Delays to Apollo 1 ultimately forced NASA to abandon this plan. Splashing down at 19:21 UTC on November 15th, 1966, Gemini 12 brought the program to an end. NASA believed it was ready for the Moon. Two months later, the three member crew of Apollo 1 were killed in a spacecraft fire during a launch pad training exercise. NASA, in fact, was not ready.",NSZm43AoLYq0PEOXpg9hYz,,,1966-11-11,,28,James A. Lovell Jr.,male,False,101.0,0.0,Human,human,42903.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/cff82f4e475567aedafecf96bc76a721d5ae4940-3322x4152.jpg,['Crossed Kármán Line'],1.0,United States of America,1966,"James Arthur Lovell Jr. is a former NASA astronaut, Naval Aviator, mechanical engineer, and retired Navy captain. In 1968, as command module pilot of Apollo 8, he became one of the first three humans to fly to and orbit the Moon. He then commanded the 1970 Apollo 13 lunar mission which, after a critical failure en route, circled around the Moon and returned safely to Earth through the efforts of the crew and mission control.",James A. Lovell Jr.
1lqNywGh0M1vY44WDpfUsg,,Gemini 12,Gemini,"The final flight of project Gemini succeeding in achieving its last remaining goal: to demonstrate that an astronaut could easily and effectively work outside a spacecraft. Over a two hour spacewalk, Buzz Aldrin proved that the addition of handrails outside the spacecraft and training for the spacewalk underwater made spacewalking easy and efficient. Underwater training is still used today by NASA and Russia for spacewalks. For a time, it appeared Gemini 12 might overlap with the Apollo 1 crew mission. Plans were created for such a dual-program flight. Delays to Apollo 1 ultimately forced NASA to abandon this plan. Splashing down at 19:21 UTC on November 15th, 1966, Gemini 12 brought the program to an end. NASA believed it was ready for the Moon. Two months later, the three member crew of Apollo 1 were killed in a spacecraft fire during a launch pad training exercise. NASA, in fact, was not ready.",t7VBwendlcGFZIlCtEYtIu,,,1966-11-11,,36,Buzz Aldrin,male,False,113.0,4.0,Human,human,17393.0,28900.0,https://cdn.sanity.io/images/2vtv415l/production/5bee8870ca6e3474c04b29cb754f4cb9e7cbb448-6498x8123.jpg,"['Moonwalker', 'Crossed Kármán Line']",2.0,United States of America,1966,"Buzz Aldrin is an American engineer, former astronaut and fighter pilot. Aldrin made three spacewalks as pilot of the 1966 Gemini 12 mission, and as the lunar module pilot on the 1969 Apollo 11 mission, he and mission commander Neil Armstrong were the first two humans to land on the Moon.",Buzz Aldrin
1lqNywGh0M1vY44WDpfVRo,,Soyuz 3,Soyuz,"Soyuz 3 marked the Return To Flight of human Soyuz missions after the fatal Soyuz 1 flight. Launched one day after the uncrewed Soyuz 2, Soyuz 3's single crewmember attempted the first Russian rendezvous and docking. While the rendezvous was successful, the docking was not. Two attempts failed, the first because Beregovoy didn't realize Soyuz 2 was ""upside down"" to the way it should have been for docking. The Soviets lied, claiming the docking was successful. The mission lasted nearly 4 days and validated all the changes and upgrades made to Soyuz, the first version of the craft still flying to the International Space Station today.",NSZm43AoLYq0PEOXpg8RwU,,,1968-10-26,,41,Georgy Beregovoy,male,False,121.0,0.0,Human,human,5690.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/5c700007884fe74f41c981e8ff930e6e43e48b19-750x1092.jpg,['Crossed Kármán Line'],1.0,USSR,1968,"Georgy Timofeyevich Beregovoy was a Soviet cosmonaut who commanded the space mission Soyuz 3 in 1968. At the time of his flight, Beregovoy was 47 years of age: he was the earliest-born human to go to orbit, being born three months and three days earlier than the second earliest-born man in orbit â John Glenn, but later than X-15 pilot Joe Walker who made 2 suborbital space flights.",Georgy Beregovoy
1lqNywGh0M1vY44WDpfVnH,,Soyuz 5,Soyuz,"Soyuz 5 was a dual mission with Soyuz 4 that conducted the first-ever docking of two crew vehicles together in orbit and the first time crew transferred from one craft to another. Soyuz 5 launched with three crewmembers. The meeting marked the first docking for the Soviet Union. Afterward, two crewmembers from Soyuz 5 spacewalked over to Soyuz 4. The crew transfer proved a cosmonaut could spacewalk between two vehicles, a vital part of the Soviet Moon landing plan. Soyuz 5 became the first human spaceflight to return to Earth with fewer people than when it launched. During landing, the Service Module did not separate and the Soyuz descent module reentered nose-first with little thermal protection. Mere seconds before the hatch burned through, the Service Module was torn off and Soyuz 5 settled into its proper heat-shield-first orientation. The parachute lines then tangled and the braking rockets failed, resulting in broken teeth for the single cosmonaut aboard.",NSZm43AoLYq0PEOXpg92Ez,,,1969-01-15,,44,Boris Volynov,male,False,124.0,0.0,Human,human,75317.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/e86edc99f758779ec7507456ac45b0f9053fd82d-636x912.jpg,"['Crossed Kármán Line', 'Space Resident']",2.0,USSR,1969,"Boris Valentinovich Volynov is a Soviet cosmonaut who flew two space missions of the Soyuz programme: Soyuz 5, and Soyuz 21. He was the first Jewish cosmonaut to enter space,  preceding Judith Resnik in the United States. Following the death of Alexei Leonov in October 2019, he is the last surviving member of the original group of cosmonauts.",Boris Volynov
1lqNywGh0M1vY44WDpfVnH,,Soyuz 5,Soyuz,"Soyuz 5 was a dual mission with Soyuz 4 that conducted the first-ever docking of two crew vehicles together in orbit and the first time crew transferred from one craft to another. Soyuz 5 launched with three crewmembers. The meeting marked the first docking for the Soviet Union. Afterward, two crewmembers from Soyuz 5 spacewalked over to Soyuz 4. The crew transfer proved a cosmonaut could spacewalk between two vehicles, a vital part of the Soviet Moon landing plan. Soyuz 5 became the first human spaceflight to return to Earth with fewer people than when it launched. During landing, the Service Module did not separate and the Soyuz descent module reentered nose-first with little thermal protection. Mere seconds before the hatch burned through, the Service Module was torn off and Soyuz 5 settled into its proper heat-shield-first orientation. The parachute lines then tangled and the braking rockets failed, resulting in broken teeth for the single cosmonaut aboard.",gJ17JRX4XCdSoJR41wh7eq,,,1969-01-15,,45,Aleksei Yeliseyev,male,False,125.0,1.0,Human,human,12860.0,1920.0,https://cdn.sanity.io/images/2vtv415l/production/08ab1d4a58e8b184c4e29eb075468b816890d69f-219x295.jpg,['Crossed Kármán Line'],1.0,USSR,1969,"Aleksei Stanislavovich Yeliseyev is a retired Soviet cosmonaut who flew on three missions in the Soyuz programme as a flight engineer: Soyuz 5, Soyuz 8, and Soyuz 10. He made the world's eighth spacewalk during Soyuz 5 in 1969.",Aleksei Yeliseyev
1lqNywGh0M1vY44WDpfVnH,,Soyuz 5,Soyuz,"Soyuz 5 was a dual mission with Soyuz 4 that conducted the first-ever docking of two crew vehicles together in orbit and the first time crew transferred from one craft to another. Soyuz 5 launched with three crewmembers. The meeting marked the first docking for the Soviet Union. Afterward, two crewmembers from Soyuz 5 spacewalked over to Soyuz 4. The crew transfer proved a cosmonaut could spacewalk between two vehicles, a vital part of the Soviet Moon landing plan. Soyuz 5 became the first human spaceflight to return to Earth with fewer people than when it launched. During landing, the Service Module did not separate and the Soyuz descent module reentered nose-first with little thermal protection. Mere seconds before the hatch burned through, the Service Module was torn off and Soyuz 5 settled into its proper heat-shield-first orientation. The parachute lines then tangled and the braking rockets failed, resulting in broken teeth for the single cosmonaut aboard.",NSZm43AoLYq0PEOXpg8ZHU,,,1969-01-15,,46,Yevgeny Khrunov,male,False,126.0,1.0,Human,human,2865.0,1920.0,https://cdn.sanity.io/images/2vtv415l/production/757c2d2fd12c1c07ba63f9196aa807d0f73bcc70-1480x2000.jpg,['Crossed Kármán Line'],1.0,USSR,1969,Yevgeny Vasilyevich Khrunov was a Soviet cosmonaut who flew on the Soyuz 5/Soyuz 4 mission.,Yevgeny Khrunov
1lqNywGh0M1vY44WDpfWOM,,Apollo 10,Apollo,"The flight that did everything except land on the Moon. Apollo 10 was a full-on dress rehearsal of Apollo 11. This mission would do everything except touch down on the lunar surface. The flight marked the first undocking and redocking of a spacecraft in orbit of a space body other than Earth and achieved the fastest speed to date for a human mission of 39,897 km/h. During the non-landing descent toward the Moon, Stafford and Cernan came within 15 km of the lunar surface. Apollo 10 was a total success. The stage was now set. Apollo 11 would attempt to land humans on the Moon.",NSZm43AoLYq0PEOXpgAYgU,,,1969-05-18,,29,Thomas P. Stafford,male,False,102.0,0.0,Human,human,30462.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/441996db95ffedfc1075d6116af031c054202760-1024x1280.jpg,['Crossed Kármán Line'],1.0,United States of America,1969,"Thomas Patten ""Tom"" Stafford is an American former Air Force officer, test pilot, and NASA astronaut, and one of 24 people who flew to the Moon.",Thomas P. Stafford
1lqNywGh0M1vY44WDpfWOM,,Apollo 10,Apollo,"The flight that did everything except land on the Moon. Apollo 10 was a full-on dress rehearsal of Apollo 11. This mission would do everything except touch down on the lunar surface. The flight marked the first undocking and redocking of a spacecraft in orbit of a space body other than Earth and achieved the fastest speed to date for a human mission of 39,897 km/h. During the non-landing descent toward the Moon, Stafford and Cernan came within 15 km of the lunar surface. Apollo 10 was a total success. The stage was now set. Apollo 11 would attempt to land humans on the Moon.",IquDVsJ9I205j7YqxREZBA,,,1969-05-18,,21,John W. Young,male,False,94.0,3.0,Human,human,50139.0,72864.0,https://cdn.sanity.io/images/2vtv415l/production/c6e8c0afc9d0be0b1e8e493234bee83fdb30f6b9-3289x4124.jpg,"['Moonwalker', 'Crossed Kármán Line', 'Frequent Flyer', 'Space Resident']",4.0,United States of America,1969,"John Watts Young was an American astronaut, naval officer and aviator, test pilot, and aeronautical engineer. He became the ninth person to walk on the Moon as Commander of the Apollo 16 mission in 1972. Young enjoyed the longest career of any astronaut, becoming the first person to fly six space missions over the course of 42 years of active NASA service. He is the only person to have piloted and commanded four different classes of spacecraft: Gemini, the Apollo Command and Service Module, the Apollo Lunar Module, and the Space Shuttle. Before becoming an astronaut, Young received his Bachelor of Science degree with highest honors in Aeronautical Engineering from the Georgia Institute of Technology and joined the U.S. Navy. After serving at sea during the Korean War he became a naval aviator, and graduated from the U.S. Naval Test Pilot School, setting several world time-to-climb records as a test pilot. Young left the Navy in 1976 with the rank of captain.",John W. Young
