mission_id,keywords,mission_name,seriesName,shortDescription,astronaut_id,launch_time,land_time,launch_date,land_date,astroNumber,astronaut_name,gender,inSpace,overallNumber,spacewalkCount,species,speciesGroup,totalMinutesInSpace,totalSecondsSpacewalking,awards,num_awards,country
012cd516-1163-4a3d-986d-dabd52c1d70b,"SpaceX, Crewed",Inspiration4,SpaceX,"Inspiration4 is the world’s first all-civilian mission to orbit. The mission will be commanded by Jared Isaacman, the 38-year-old founder and Chief Executive Officer of Shift4 Payments and an accomplished pilot and adventurer. Named in recognition of the four-person crew that will raise awareness and funds for St. Jude Children’s Research Hospital, this milestone represents a new era for human spaceflight and exploration.",51425611-0963-4606-ab58-342d2d1d429f,00:02:00,23:06:00,2021-09-15,2021-09-18,593,Hayley Arceneaux,female,False,923.0,0.0,Human,human,4264.0,0.0,['Crossed Kármán Line'],1.0,United States of America
012cd516-1163-4a3d-986d-dabd52c1d70b,"SpaceX, Crewed",Inspiration4,SpaceX,"Inspiration4 is the world’s first all-civilian mission to orbit. The mission will be commanded by Jared Isaacman, the 38-year-old founder and Chief Executive Officer of Shift4 Payments and an accomplished pilot and adventurer. Named in recognition of the four-person crew that will raise awareness and funds for St. Jude Children’s Research Hospital, this milestone represents a new era for human spaceflight and exploration.",26d2bfa3-1c3a-41e2-ae4e-49f79765c512,00:02:00,23:06:00,2021-09-15,2021-09-18,594,Christopher Sembroski,male,False,924.0,0.0,Human,human,4264.0,0.0,['Crossed Kármán Line'],1.0,United States of America
0e30a039-1228-4ad4-a233-c9f2a09d3ce8,,X-15 Flight 150,,,b9c73446-7af2-49b8-9712-9f12dc3c1cf0,04:00:00,04:10:30,1965-09-28,2020-10-22,26,John B. McKay,male,False,99.0,0.0,Human,human,,0.0,['Crossed 80km Line'],1.0,
1104a4e3-efb3-4fe0-a497-f632bd834551,,X-15 Flight 191,,,ad10ae26-d6d1-48bf-97fd-bd1b5f1dd39e,23:30:00,23:40:00,1967-11-15,1967-11-15,38,Michael J. Adams,male,False,117.0,0.0,Human,human,,0.0,"['Crossed 80km Line', 'Memorial']",2.0,
15b8d278-3b74-4e74-a86e-4d35c8dd0386,,Shenzhou 12,Shenzhou,"The mission was China’s first crew launch since 2016 and lasted three months. At the Chinese Space Station, the three taikonauts activated systems, performed experiments, and prepared for the upcoming addition of two new science modules to the laboratory.",gJ17JRX4XCdSoJR41wgm4w,01:22:34,05:34:00,2021-06-16,2021-09-17,451,Nie Haisheng,male,False,683.0,1.0,Human,human,160693.0,21300.0,"['Crossed Kármán Line', 'Space Resident']",2.0,China
15b8d278-3b74-4e74-a86e-4d35c8dd0386,,Shenzhou 12,Shenzhou,"The mission was China’s first crew launch since 2016 and lasted three months. At the Chinese Space Station, the three taikonauts activated systems, performed experiments, and prepared for the upcoming addition of two new science modules to the laboratory.",NSZm43AoLYq0PEOXpg817z,01:22:34,05:34:00,2021-06-16,2021-09-17,493,Liu Boming,male,False,741.0,3.0,Human,human,136839.0,46980.0,"['Crossed Kármán Line', 'Space Resident']",2.0,China
15b8d278-3b74-4e74-a86e-4d35c8dd0386,,Shenzhou 12,Shenzhou,"The mission was China’s first crew launch since 2016 and lasted three months. At the Chinese Space Station, the three taikonauts activated systems, performed experiments, and prepared for the upcoming addition of two new science modules to the laboratory.",7fadec1b-33c8-43ff-a40d-9ed63d619f04,01:22:34,05:34:00,2021-06-16,2021-09-17,583,Tang Hongbo,male,False,913.0,1.0,Human,human,132731.0,24360.0,['Space Resident'],1.0,
1aa86fd7-e120-4e65-b8f8-1fc4f31572e3,,NS-16,New Shepard,"Blue Origin's first crewed, suborbital mission.",2a27517e-c4c4-45f9-9b83-6d4a2ae8d846,13:10:15,13:20:00,2021-07-20,2021-07-20,587,Wally Funk,female,False,917.0,0.0,Human,human,2.0,0.0,"['This astronaut crossed the Kármán Line (100 km), the internationally accepted boundary of space.']",1.0,
1aa86fd7-e120-4e65-b8f8-1fc4f31572e3,,NS-16,New Shepard,"Blue Origin's first crewed, suborbital mission.",fe3450fa-377d-4f7b-9b58-63f47007c192,13:10:15,13:20:00,2021-07-20,2021-07-20,588,Jeff Bezos,male,False,918.0,0.0,Human,human,2.0,0.0,"['This astronaut crossed the Kármán Line (100 km), the internationally accepted boundary of space.']",1.0,United States of America
1aa86fd7-e120-4e65-b8f8-1fc4f31572e3,,NS-16,New Shepard,"Blue Origin's first crewed, suborbital mission.",59dc5476-f183-4a73-8a25-0c845dbe2c09,13:10:15,13:20:00,2021-07-20,2021-07-20,589,Mark Bezos,male,False,919.0,0.0,Human,human,2.0,0.0,"['This astronaut crossed the Kármán Line (100 km), the internationally accepted boundary of space.']",1.0,United States of America
1aa86fd7-e120-4e65-b8f8-1fc4f31572e3,,NS-16,New Shepard,"Blue Origin's first crewed, suborbital mission.",e9c075a8-5642-4fc8-b179-36aa016e89a1,13:10:15,13:20:00,2021-07-20,2021-07-20,590,Oliver Daemen,male,False,920.0,0.0,Human,human,2.0,0.0,"['This astronaut crossed the Kármán Line (100 km), the internationally accepted boundary of space.']",1.0,Netherlands
1lqNywGh0M1vY44WDpfUsg,,Gemini 12,Gemini,"The final flight of project Gemini succeeding in achieving its last remaining goal: to demonstrate that an astronaut could easily and effectively work outside a spacecraft. Over a two hour spacewalk, Buzz Aldrin proved that the addition of handrails outside the spacecraft and training for the spacewalk underwater made spacewalking easy and efficient. Underwater training is still used today by NASA and Russia for spacewalks. For a time, it appeared Gemini 12 might overlap with the Apollo 1 crew mission. Plans were created for such a dual-program flight. Delays to Apollo 1 ultimately forced NASA to abandon this plan. Splashing down at 19:21 UTC on November 15th, 1966, Gemini 12 brought the program to an end. NASA believed it was ready for the Moon. Two months later, the three member crew of Apollo 1 were killed in a spacecraft fire during a launch pad training exercise. NASA, in fact, was not ready.",NSZm43AoLYq0PEOXpg9hYz,,,1966-11-11,,28,James A. Lovell Jr.,male,False,101.0,0.0,Human,human,42903.0,0.0,['Crossed Kármán Line'],1.0,
1lqNywGh0M1vY44WDpfUsg,,Gemini 12,Gemini,"The final flight of project Gemini succeeding in achieving its last remaining goal: to demonstrate that an astronaut could easily and effectively work outside a spacecraft. Over a two hour spacewalk, Buzz Aldrin proved that the addition of handrails outside the spacecraft and training for the spacewalk underwater made spacewalking easy and efficient. Underwater training is still used today by NASA and Russia for spacewalks. For a time, it appeared Gemini 12 might overlap with the Apollo 1 crew mission. Plans were created for such a dual-program flight. Delays to Apollo 1 ultimately forced NASA to abandon this plan. Splashing down at 19:21 UTC on November 15th, 1966, Gemini 12 brought the program to an end. NASA believed it was ready for the Moon. Two months later, the three member crew of Apollo 1 were killed in a spacecraft fire during a launch pad training exercise. NASA, in fact, was not ready.",t7VBwendlcGFZIlCtEYtIu,,,1966-11-11,,36,Buzz Aldrin,male,False,113.0,4.0,Human,human,17393.0,28900.0,"['Moonwalker', 'Crossed Kármán Line']",2.0,United States of America
1lqNywGh0M1vY44WDpfVRo,,Soyuz 3,Soyuz,"Soyuz 3 marked the Return To Flight of human Soyuz missions after the fatal Soyuz 1 flight. Launched one day after the uncrewed Soyuz 2, Soyuz 3's single crewmember attempted the first Russian rendezvous and docking. While the rendezvous was successful, the docking was not. Two attempts failed, the first because Beregovoy didn't realize Soyuz 2 was ""upside down"" to the way it should have been for docking. The Soviets lied, claiming the docking was successful. The mission lasted nearly 4 days and validated all the changes and upgrades made to Soyuz, the first version of the craft still flying to the International Space Station today.",NSZm43AoLYq0PEOXpg8RwU,,,1968-10-26,,41,Georgy Beregovoy,male,False,121.0,0.0,Human,human,5690.0,0.0,['Crossed Kármán Line'],1.0,USSR
1lqNywGh0M1vY44WDpfVnH,,Soyuz 5,Soyuz,"Soyuz 5 was a dual mission with Soyuz 4 that conducted the first-ever docking of two crew vehicles together in orbit and the first time crew transferred from one craft to another. Soyuz 5 launched with three crewmembers. The meeting marked the first docking for the Soviet Union. Afterward, two crewmembers from Soyuz 5 spacewalked over to Soyuz 4. The crew transfer proved a cosmonaut could spacewalk between two vehicles, a vital part of the Soviet Moon landing plan. Soyuz 5 became the first human spaceflight to return to Earth with fewer people than when it launched. During landing, the Service Module did not separate and the Soyuz descent module reentered nose-first with little thermal protection. Mere seconds before the hatch burned through, the Service Module was torn off and Soyuz 5 settled into its proper heat-shield-first orientation. The parachute lines then tangled and the braking rockets failed, resulting in broken teeth for the single cosmonaut aboard.",NSZm43AoLYq0PEOXpg92Ez,,,1969-01-15,,44,Boris Volynov,male,False,124.0,0.0,Human,human,75317.0,0.0,"['Crossed Kármán Line', 'Space Resident']",2.0,USSR
1lqNywGh0M1vY44WDpfVnH,,Soyuz 5,Soyuz,"Soyuz 5 was a dual mission with Soyuz 4 that conducted the first-ever docking of two crew vehicles together in orbit and the first time crew transferred from one craft to another. Soyuz 5 launched with three crewmembers. The meeting marked the first docking for the Soviet Union. Afterward, two crewmembers from Soyuz 5 spacewalked over to Soyuz 4. The crew transfer proved a cosmonaut could spacewalk between two vehicles, a vital part of the Soviet Moon landing plan. Soyuz 5 became the first human spaceflight to return to Earth with fewer people than when it launched. During landing, the Service Module did not separate and the Soyuz descent module reentered nose-first with little thermal protection. Mere seconds before the hatch burned through, the Service Module was torn off and Soyuz 5 settled into its proper heat-shield-first orientation. The parachute lines then tangled and the braking rockets failed, resulting in broken teeth for the single cosmonaut aboard.",gJ17JRX4XCdSoJR41wh7eq,,,1969-01-15,,45,Aleksei Yeliseyev,male,False,125.0,1.0,Human,human,12860.0,1920.0,['Crossed Kármán Line'],1.0,USSR
1lqNywGh0M1vY44WDpfVnH,,Soyuz 5,Soyuz,"Soyuz 5 was a dual mission with Soyuz 4 that conducted the first-ever docking of two crew vehicles together in orbit and the first time crew transferred from one craft to another. Soyuz 5 launched with three crewmembers. The meeting marked the first docking for the Soviet Union. Afterward, two crewmembers from Soyuz 5 spacewalked over to Soyuz 4. The crew transfer proved a cosmonaut could spacewalk between two vehicles, a vital part of the Soviet Moon landing plan. Soyuz 5 became the first human spaceflight to return to Earth with fewer people than when it launched. During landing, the Service Module did not separate and the Soyuz descent module reentered nose-first with little thermal protection. Mere seconds before the hatch burned through, the Service Module was torn off and Soyuz 5 settled into its proper heat-shield-first orientation. The parachute lines then tangled and the braking rockets failed, resulting in broken teeth for the single cosmonaut aboard.",NSZm43AoLYq0PEOXpg8ZHU,,,1969-01-15,,46,Yevgeny Khrunov,male,False,126.0,1.0,Human,human,2865.0,1920.0,['Crossed Kármán Line'],1.0,USSR
1lqNywGh0M1vY44WDpfWOM,,Apollo 10,Apollo,"The flight that did everything except land on the Moon. Apollo 10 was a full-on dress rehearsal of Apollo 11. This mission would do everything except touch down on the lunar surface. The flight marked the first undocking and redocking of a spacecraft in orbit of a space body other than Earth and achieved the fastest speed to date for a human mission of 39,897 km/h. During the non-landing descent toward the Moon, Stafford and Cernan came within 15 km of the lunar surface. Apollo 10 was a total success. The stage was now set. Apollo 11 would attempt to land humans on the Moon.",NSZm43AoLYq0PEOXpgAYgU,,,1969-05-18,,29,Thomas P. Stafford,male,False,102.0,0.0,Human,human,30462.0,0.0,['Crossed Kármán Line'],1.0,
1lqNywGh0M1vY44WDpfWOM,,Apollo 10,Apollo,"The flight that did everything except land on the Moon. Apollo 10 was a full-on dress rehearsal of Apollo 11. This mission would do everything except touch down on the lunar surface. The flight marked the first undocking and redocking of a spacecraft in orbit of a space body other than Earth and achieved the fastest speed to date for a human mission of 39,897 km/h. During the non-landing descent toward the Moon, Stafford and Cernan came within 15 km of the lunar surface. Apollo 10 was a total success. The stage was now set. Apollo 11 would attempt to land humans on the Moon.",IquDVsJ9I205j7YqxREZBA,,,1969-05-18,,21,John W. Young,male,False,94.0,3.0,Human,human,50139.0,72864.0,"['Moonwalker', 'Crossed Kármán Line', 'Frequent Flyer', 'Space Resident']",4.0,
1lqNywGh0M1vY44WDpfWOM,,Apollo 10,Apollo,"The flight that did everything except land on the Moon. Apollo 10 was a full-on dress rehearsal of Apollo 11. This mission would do everything except touch down on the lunar surface. The flight marked the first undocking and redocking of a spacecraft in orbit of a space body other than Earth and achieved the fastest speed to date for a human mission of 39,897 km/h. During the non-landing descent toward the Moon, Stafford and Cernan came within 15 km of the lunar surface. Apollo 10 was a total success. The stage was now set. Apollo 11 would attempt to land humans on the Moon.",O9I27fZboumean9j8WiBGB,,,1969-05-18,,32,Eugene A. Cernan,male,False,107.0,4.0,Human,human,33975.0,87057.0,"['Moonwalker', 'Crossed Kármán Line']",2.0,
1lqNywGh0M1vY44WDpfXIx,,Apollo 12,Apollo,"The second human lunar landing. The Apollo 12 Saturn V rocket was struck by lightning twice during launch, the first time 36 seconds after liftoff. The first lightning strike caused a loss of almost all instrumentation in the Command Module and knocked all three fuel cells (critical to the mission) offline. Communication with Mission Control became garbled. A second lightning strike struck the rocket 52 seconds after liftoff. Thankfully, the Saturn V flight computer was isolated from the Apollo crew vehicle and kept flying perfectly. A single flight controller in Mission Control remembered a one-off test malfunction of the Command/Service Module signal conditioning electronics (SCE) assembly and made an on-the-fly, educated call to switch the SCE to its backup power source. The physical switch was unknown to the Flight Director and the mission's Commander. It was Lunar Module pilot Alan Bean who remembered the SCE to AUX button from a training incident a year prior when the same simulated failure occurred. After making it safely to Low Earth Orbit, the crew checked over the spacecraft, got the fuel cells back online, and confirmed there was not serious damage to systems. On the ground, flight controllers were worried the pyrotechnics on the parachutes may have fired when the lightning strikes occurred and would therefore not deploy on landing. Since nothing could be done about this, they sent Apollo 12 to the Moon without telling the crew. The mission safely landed very close to NASA's Survey 3 lunar lander; pieces of the probe were removed for return to Earth. After a successful mission, the crew returned to Earth; the parachutes worked perfectly.",NSZm43AoLYq0PEOXpg9Haz,,,1969-11-14,,25,Charles Conrad Jr.,male,False,98.0,4.0,Human,human,70778.0,45978.0,"['Moonwalker', 'Crossed Kármán Line', 'Space Resident']",3.0,
1lqNywGh0M1vY44WDpfXIx,,Apollo 12,Apollo,"The second human lunar landing. The Apollo 12 Saturn V rocket was struck by lightning twice during launch, the first time 36 seconds after liftoff. The first lightning strike caused a loss of almost all instrumentation in the Command Module and knocked all three fuel cells (critical to the mission) offline. Communication with Mission Control became garbled. A second lightning strike struck the rocket 52 seconds after liftoff. Thankfully, the Saturn V flight computer was isolated from the Apollo crew vehicle and kept flying perfectly. A single flight controller in Mission Control remembered a one-off test malfunction of the Command/Service Module signal conditioning electronics (SCE) assembly and made an on-the-fly, educated call to switch the SCE to its backup power source. The physical switch was unknown to the Flight Director and the mission's Commander. It was Lunar Module pilot Alan Bean who remembered the SCE to AUX button from a training incident a year prior when the same simulated failure occurred. After making it safely to Low Earth Orbit, the crew checked over the spacecraft, got the fuel cells back online, and confirmed there was not serious damage to systems. On the ground, flight controllers were worried the pyrotechnics on the parachutes may have fired when the lightning strikes occurred and would therefore not deploy on landing. Since nothing could be done about this, they sent Apollo 12 to the Moon without telling the crew. The mission safely landed very close to NASA's Survey 3 lunar lander; pieces of the probe were removed for return to Earth. After a successful mission, the crew returned to Earth; the parachutes worked perfectly.",NSZm43AoLYq0PEOXpgAGcU,,,1969-11-14,,34,Richard F. Gordon Jr.,male,False,111.0,2.0,Human,human,18953.0,9660.0,['Crossed Kármán Line'],1.0,
1lqNywGh0M1vY44WDpfXIx,,Apollo 12,Apollo,"The second human lunar landing. The Apollo 12 Saturn V rocket was struck by lightning twice during launch, the first time 36 seconds after liftoff. The first lightning strike caused a loss of almost all instrumentation in the Command Module and knocked all three fuel cells (critical to the mission) offline. Communication with Mission Control became garbled. A second lightning strike struck the rocket 52 seconds after liftoff. Thankfully, the Saturn V flight computer was isolated from the Apollo crew vehicle and kept flying perfectly. A single flight controller in Mission Control remembered a one-off test malfunction of the Command/Service Module signal conditioning electronics (SCE) assembly and made an on-the-fly, educated call to switch the SCE to its backup power source. The physical switch was unknown to the Flight Director and the mission's Commander. It was Lunar Module pilot Alan Bean who remembered the SCE to AUX button from a training incident a year prior when the same simulated failure occurred. After making it safely to Low Earth Orbit, the crew checked over the spacecraft, got the fuel cells back online, and confirmed there was not serious damage to systems. On the ground, flight controllers were worried the pyrotechnics on the parachutes may have fired when the lightning strikes occurred and would therefore not deploy on landing. Since nothing could be done about this, they sent Apollo 12 to the Moon without telling the crew. The mission safely landed very close to NASA's Survey 3 lunar lander; pieces of the probe were removed for return to Earth. After a successful mission, the crew returned to Earth; the parachutes worked perfectly.",NSZm43AoLYq0PEOXpg97iU,,,1969-11-14,,53,Alan L. Bean,male,False,136.0,3.0,Human,human,100305.0,37578.0,"['Moonwalker', 'Crossed Kármán Line', 'Space Resident']",3.0,
1lqNywGh0M1vY44WDpfXSi,,Apollo 13,Apollo,"NASA's finest hour. What was supposed to be the third human lunar landing, Apollo 13 suffered a catastrophic failure of its oxygen tanks, leaving the Command Module (called Odyssey) without oxygen. Odyssey was then powered down and the Lunar Module (Aquarius) powered up. The crew took shelter in Aquarius, which had its own oxygen and life support systems. Two never-planned-for or conceived of burns of Aquarius' lunar landing engine took place to bring Apollo 13 quickly around the Moon and back to Earth. However, Aquarius only had enough power, water, oxygen, and carbon dioxide scrubbers for two people for 45 hours -- not the three people it now had to keep alive for several days. Through on-the-fly engineering in Mission Control and the crew ripping apart clothing and procedure manuals, they were able to stretch the use of the carbon dioxide scrubbers to make it back to Earth. They restricted themselves to just 0.2 liters of water per person per day and turned off all nonessential power. Temperatures dropped as low as 3°C. Swinging around the Moon, the Apollo 13 crew reached a maximum distance of 400,171 km from Earth, a record that stands to this day. Because Aquarius had to protect the crew as long as possible, the entire ship had to make the return trip to Earth instead of being disposed of at the Moon. Canadian engineers at the University of Toronto determined the point in the timeline (just before atmospheric reentry) at which to undock Aquarius, in order to have enough air pressure to push it safely away from Odyssey and send any surviving pieces into the Tonga Trench in the Pacific Ocean. This was important because there was a nuclear power source on board as part of a planned lunar surface experiment -- if it survived reentry it needed to fall into the deep ocean to satisfy Atomic Energy Commission recommendations. Against all odds, Jim Lovell, Jack Swigert, and Fred Haise safely splashed down in the Pacific inside the Odyssey module. The mission is hailed to this day as ""The most successful failure"" in human spaceflight and as ""NASA's finest hour.""",NSZm43AoLYq0PEOXpg9hYz,,,1970-04-11,,28,James A. Lovell Jr.,male,False,101.0,0.0,Human,human,42903.0,0.0,['Crossed Kármán Line'],1.0,
1lqNywGh0M1vY44WDpfXSi,,Apollo 13,Apollo,"NASA's finest hour. What was supposed to be the third human lunar landing, Apollo 13 suffered a catastrophic failure of its oxygen tanks, leaving the Command Module (called Odyssey) without oxygen. Odyssey was then powered down and the Lunar Module (Aquarius) powered up. The crew took shelter in Aquarius, which had its own oxygen and life support systems. Two never-planned-for or conceived of burns of Aquarius' lunar landing engine took place to bring Apollo 13 quickly around the Moon and back to Earth. However, Aquarius only had enough power, water, oxygen, and carbon dioxide scrubbers for two people for 45 hours -- not the three people it now had to keep alive for several days. Through on-the-fly engineering in Mission Control and the crew ripping apart clothing and procedure manuals, they were able to stretch the use of the carbon dioxide scrubbers to make it back to Earth. They restricted themselves to just 0.2 liters of water per person per day and turned off all nonessential power. Temperatures dropped as low as 3°C. Swinging around the Moon, the Apollo 13 crew reached a maximum distance of 400,171 km from Earth, a record that stands to this day. Because Aquarius had to protect the crew as long as possible, the entire ship had to make the return trip to Earth instead of being disposed of at the Moon. Canadian engineers at the University of Toronto determined the point in the timeline (just before atmospheric reentry) at which to undock Aquarius, in order to have enough air pressure to push it safely away from Odyssey and send any surviving pieces into the Tonga Trench in the Pacific Ocean. This was important because there was a nuclear power source on board as part of a planned lunar surface experiment -- if it survived reentry it needed to fall into the deep ocean to satisfy Atomic Energy Commission recommendations. Against all odds, Jim Lovell, Jack Swigert, and Fred Haise safely splashed down in the Pacific inside the Odyssey module. The mission is hailed to this day as ""The most successful failure"" in human spaceflight and as ""NASA's finest hour.""",NSZm43AoLYq0PEOXpg9rNz,,,1970-04-11,,54,John L. Swigert Jr.,male,False,139.0,0.0,Human,human,8574.0,0.0,['Crossed Kármán Line'],1.0,
1lqNywGh0M1vY44WDpfXSi,,Apollo 13,Apollo,"NASA's finest hour. What was supposed to be the third human lunar landing, Apollo 13 suffered a catastrophic failure of its oxygen tanks, leaving the Command Module (called Odyssey) without oxygen. Odyssey was then powered down and the Lunar Module (Aquarius) powered up. The crew took shelter in Aquarius, which had its own oxygen and life support systems. Two never-planned-for or conceived of burns of Aquarius' lunar landing engine took place to bring Apollo 13 quickly around the Moon and back to Earth. However, Aquarius only had enough power, water, oxygen, and carbon dioxide scrubbers for two people for 45 hours -- not the three people it now had to keep alive for several days. Through on-the-fly engineering in Mission Control and the crew ripping apart clothing and procedure manuals, they were able to stretch the use of the carbon dioxide scrubbers to make it back to Earth. They restricted themselves to just 0.2 liters of water per person per day and turned off all nonessential power. Temperatures dropped as low as 3°C. Swinging around the Moon, the Apollo 13 crew reached a maximum distance of 400,171 km from Earth, a record that stands to this day. Because Aquarius had to protect the crew as long as possible, the entire ship had to make the return trip to Earth instead of being disposed of at the Moon. Canadian engineers at the University of Toronto determined the point in the timeline (just before atmospheric reentry) at which to undock Aquarius, in order to have enough air pressure to push it safely away from Odyssey and send any surviving pieces into the Tonga Trench in the Pacific Ocean. This was important because there was a nuclear power source on board as part of a planned lunar surface experiment -- if it survived reentry it needed to fall into the deep ocean to satisfy Atomic Energy Commission recommendations. Against all odds, Jim Lovell, Jack Swigert, and Fred Haise safely splashed down in the Pacific inside the Odyssey module. The mission is hailed to this day as ""The most successful failure"" in human spaceflight and as ""NASA's finest hour.""",NSZm43AoLYq0PEOXpg9YhU,,,1970-04-11,,55,Fred W. Haise Jr.,male,False,140.0,0.0,Human,human,8574.0,0.0,['Crossed Kármán Line'],1.0,
1lqNywGh0M1vY44WDpfeZm,,Soyuz T-8,Soyuz,Soyuz T-8 was a planned flight to the Salyut 7 space station that was aborted after a failed docking attempt.,gJ17JRX4XCdSoJR41wh5bQ,,,1983-04-20,,125,Vladimir G. Titov,male,False,239.0,4.0,Human,human,544365.0,69480.0,"['Crossed Kármán Line', 'Elite Spaceflyer', 'Space Resident']",3.0,
